id,text,polarity,subjectivity
e2b9dc08,"THE CAR IS 10 I'M WITH IT TO 7 YEARS AND I WENT TO 35000 KM, [WHILE I'LL NEAR WORK NEAR] NEVER LEAVE ME IN THE HAND, IT IS VERY ECONOMIC, FOR WHO WANT A CARRIAGE TO WALK IN THE CITY AND TO A SHORT TRAVELS DOES NOT DISAPPOINT, MOTORCYCLE VERY VALENTY I GOT IMPRESSED .... ONLY OIL TRUCK IN THE SAME TIME AS RECOMMENDED IN THE MANUAL ...",0.2075,0.473125
3b9dcf63,"This is the second Celtic I buy 0km and I do not regret it. I always do preventive maintenance, which by the way is very cheap, but always using original parts. In comparison has already proved safer than the onyx, and does not leave to be desired for any of its competitors.",0.298333333333333,0.553333333333333
9f62a709,"I recommend: brave car, relatively comfortable, economical and practical. I made several trips with him and he never left me in the hand. Another day I went from Salvador to Maceió and the car went well. I researched a lot and found the right car. Very suitable for low-income people who only want the car as a means of transportation, not to show the kkkk neighbors. I'm happy with Celta. And this is all original, even the painting. I do not sell and I do not lend. You're staying with me.",0.367571428571429,0.696071428571429
0e6c8d29,"I have already gone through trails where trucks got stuck with it, if you want a reliable and brave car that you will only spend with gasoline and basic maintenance can buy.",0.266666666666667,0.708333333333333
3c958631,"Honest car. For first vehicle, better than goal, pallium and competitors. More resistant, walks more, depreciates less is think more beautiful. I RECOMMEND.",0.441666666666667,0.5375
852a54b4,"Great car for those looking for a compact hatch, but if you are looking for a family car with kids, do not advise as it may become too small.",0.275,0.575
dc686d42,"It is a very good car for those who do not care about comfort and space, and who needs to use to work by not drinking anything, be a beautiful, strong car for the category. Good maintenance cost and will go anywhere if you take care well. just do not suggest picking up to change the wheels by rim 15.",0.723333333333333,0.778333333333333
f8a6d3f6,"A good car compared to the competitors of the time. We can not be as picky as it is a popular car, but it does not usually give a headache. Economical car, with good mechanics and cheap maintenance, easy to find parts. I stayed with him for 7 years and for all this time I think he presented few problems.I recommend.",0.382291666666667,0.610416666666667
8cd5fbf4,"Excellent car for use in the city, small, economical, easy to park. Cheap and reliable maintenance. Easy to resell.",0.386111111111111,0.777777777777778
dc655dbb,very good car. economy. I worked with him and he never let me down. Easy to find parts and good price.,0.471944444444445,0.625555555555556
54bc72dc,"It is a car for day to day for those who want economy, if you do not have frills with car is a good car for category.",0.7,0.6
7ba08042,I recommend due to the simple and inexpensive maintenance cost benefit.,-0.0625,0.366071428571429
5e6201ae,"Car meets expectations in the day to day with economy but without great comfort, without stewardship, confidence in the confidence of the Airbag and ABS.",0.8,0.75
4573aa7a,"super indico, good cheap car, economical, powerful",0.406666666666667,0.773333333333333
7bd2eb85,I advise due the low price and it never leaves you in the hand ... very resistant,0.025,0.325
b353ce0e,A good car,0.7,0.6
b37f69c0,"I put the radiator coolant and I had no heating problems. Good performance, as I am alone, the internal space of the left over, recommend the purchase to use to commute to work, I regret not having picked up an air-conditioned, otherwise the car is great, very satisfied with the cost benefit ratio and economy of the vehicle.",0.43,0.47
012ea5cf,"is a car that will miss the end for which it is intended, being quite brave for the bumpy streets and slow transit, little aimed at theft, good pro work",0.253125,0.625
eb91ebb6,"It's a really good car, I'm happy with my Celta. It's a car that's going to stay for my kids.",0.75,0.8
e8ee433e,very good car I recommend.,0.91,0.78
e8ff15e6,Good car for urban use and work. Far superior to the G4 Gol it had.,0.375,0.625
d72e00d4,I highly recommend the Car because it is hardly a problem and when the maintenance is very cheap. Excellent Cost Benefit.,0.347083333333333,0.747916666666667
a2394ba9,"Despite being a simple car with little comfort, it is fun to drive and fulfills its role of taking people from one place to another. It met expectations for a popular car from 2007 used in 2017. Performing annual preventive maintenance, the car remains reliable for walking in the city and for traveling.",0.178125,0.489285714285714
59625757,"I'm a big fan of this car. I already had a 2005 and now I have an LT from 0km [2014]. Without a doubt, it is the best in its price range because the LT version already delivers ABS, AirBag, Air Conditioning and power steering, all at a good cost.",0.566666666666667,0.333333333333333
cf0c23e9,"I recommend, for those who want a simple car that walks well, economical, safe low, cheap parts this can be the car.",0.24,0.551428571428571
977e41f7,"Good for the value of investment, it does not have cutting-edge technologies like other cars in its segment.",0.2875,0.4875
1a5c0f07,"Car for those who need to be able to save a lot without worrying about comfort. Maintenance is cheap, but it's a terrible car anyway. Even worse to pick up from someone who did not take care, even doing all the maintenance, change of shock absorber, exhaust, clutch kit, spark plugs, sounder and dampers etc ... the car still does not look good",0.04,0.705
ade11209,"Car brave, it walks very well does not stay behind stepped it, even without power steering is easy to maneuver.",0.258333333333333,0.708333333333333
