id,text,polarity,subjectivity
"Prós:ECONOMIA DE COMBUSTÍVEL, PEÇAS BARATAS, RESISTENTE, PRATICAMENTE UM JUMENTO DE GARIMPEIRO...","ECONOMY OF FUEL, CHEAP PARTS, RESISTANT, PRACTICALLY ONE JUMENTO DE GARIMPEIRO ...",0.4,0.7
"Prós:Motor potente pra um carro 1.0, sem deixar de lado a economia. O meu faz 10km/L na cidade com etanol e na estrada chega a fazer 12km/L. Carro ágil, passa confiança, mecânica boa. Se você busca um carro a um custo baixo com itens de série importantes como ar Condicionado, ABS, Air Bag, direção, vidros e travas.... carro para o dia a dia e não pede arrego!","Powerful engine for a 1.0 car, without neglecting the economy. Mine does 10km / L in the city with ethanol and on the road it reaches 12km / L. Car agile, passes confidence, good mechanics. If you are looking for a car at a low cost with important serial items like Air Conditioning, ABS, Air Bag, Steering, Glass and Locks .... Car for day to day and do not ask arrego!",0.4,0.73
"Prós:Tamanho[cabe em qualquer vaga],excelente para andar na cidade grande, cidade pequena, em viagebs com no maximo 3 passageiros etc. O carro e super econômico[acho que na estrada está fazendo uns 18km e na cidade uns 12km andando no máximo entre 80 e 100], não https é visado [ao menos onde mmoro]ágil, relativamete confortável. Nao vai te dar dor de cabeça. O bagageiro, para a proposta do carro, cabe muita coisa. Excelente para solteiro ou casal. Compre e seja feliz!","Size [fits in any vacancy], excellent for walking in big city, small town, in viagebs with a maximum of 3 passengers etc. The car is super economical [I think the road is doing 18km and in the city a maximum of 12km walking between 80 and 100], not https is targeted [at least where mmoro] agile, relatively comfortable. It will not give you a headache. The tailgate, for the proposal of the car, fits a lot. Excellent for single or couple. Buy and be happy!",0.3556277056277056,0.6573593073593074
"Prós:Carro extremamente confiavel, so fazer a manutenção basica e andar para sempre... tenho o carro a 3 anos e ja fiz 2 viagens de 5000km cada, sem contar outras diversas viagens menores... o carro é um foguetinho, com ar desligado parece ser 1.4, mais forte de todos 1.0 ja dei pau em novo ka e etc.. inclusive utilizei ele para trabalhar em aplicativos de transporte. Medias [sabendo andar,sempre com ar condicionado ligado] cidade 12,5km/l e estrada consegui fazer 17,8km/l mas normalmente faz 16km/l andando a 90km/h. Tem que saber que o carro tem um limite, não foi feito para viajar a 110, 120km/h é um carro para se andar entre 80,90 km/h ma estrada.","Extremely reliable car, just do the basic maintenance and walk forever ... I have the car to 3 years and I have done 2 trips of 5000km each, not counting other several smaller trips ... the car is a rocket, with air off seems to be 1.4, the strongest of all 1.0 ja ja pau in new ka and etc ... I even used it to work on transport applications. Medias [knowing how to walk, always with air conditioning on] city 12.5km / l and road I could do 17.8km / l but usually 16km / l walking at 90km / h. You have to know that the car has a limit, it was not made to travel at 110, 120km / h is a car to walk between 80.90 km / h ma road.",-0.05194805194805195,0.38636363636363635
"Prós:Desempenho[para 1.0], manutenção barata, carro bem resistente e estável. Nunca me deixou na mão.","Performance [for 1.0], low maintenance, well tough and stable car. He never let me down.",-0.1814814814814815,0.4740740740740741
"Prós:Quem precisa de um carro para o dia a dia não tem opção melhor, carro muito econômico e de uma facilidade enorme de dirigir em grandes centros.","Who needs a car for day to day has no better option, very economical car and a huge facility to drive in large centers.",0.18857142857142858,0.7071428571428571
"Prós:Extremamente econômico, boa aceleração, apesar de ser 1.0 é um VHC e é um carro leve, então responde muito bem quando pisaPara quem curte carros Hatch, a estética e bem agradável e a aerodinâmica do carro é muito boa. é um verdadeiro carro Tuned.Mesmo com 4 pessoas no carro e muita bagagem viajei muito tranquilo com ele e o motor responde muito bem, sem fraquejar. viajei 280 km e não consumiu nem metade do tanque de 48L. O painel, é simples, mas bonito, e todos os comandos e avisos no quadro são bem visíveis. não é um carro muito grande, então cabe em qualquer lugar.","Extremely economical, good acceleration, although 1.0 is a HCV and it is a light car, so it responds very well when driving. For those who enjoy Hatch cars, the aesthetics and good aerodynamics of the car is very good. is a true car Tuned.Even with 4 people in the car and a lot of luggage traveled very quiet with it and the engine responds very well without faltering. I traveled 280 km and did not consume half the tank of 48L. The panel is simple but beautiful, and all the commands and warnings on the board are very visible. it's not a very big car, so it fits anywhere.",0.33622222222222226,0.5109377289377289
"Prós:Boa posição de dirigir motor valente para um carro 1.0 [mas nem tanto com o ar ligado] o mais confortável e com melhor dirigibilidade em relação aos concorrentes da época [Gol, Uno, Palio, Ka e Fiesta] econômico câmbio com encaixes curtos.","Good position to drive mighty engine for a 1.0 car [but not so much with the air on] the most comfortable and with better handling compared to the competitors of the era [Gol, Uno, Palio, Ka and Fiesta] economic exchange with short fittings.",0.36250000000000004,0.5
"Prós:Consumo, baixo custo de manutenção.","Consumption, low maintenance cost.",0.0,0.3
Prós:carro forte. aguenta estradas ruins e economia de combustível 16km/litro rodovia e 13km/litro cidade. motor melhor que de muitos ford ka e unos/palios. facil manutenção e custo baixo.,strong car tolerates bad roads and fuel economy 16km / liter highway and 13km / liter city. engine better than many ford ka and ones / palladium. easy maintenance and low cost.,0.19444444444444445,0.5888888888888889
"Prós:Economia: 12km/l cidade 17km/l estrada na gasolina, peças e seguro barato e muito confiável.Tem um bom desempenho lembrando que se trata de 1.0","Economy: 12km / l city 17km / l road in gasoline, parts and insurance cheap and very reliable. It has a good performance remembering that it is 1.0",0.43333333333333335,0.5333333333333333
Prós:peças barata econômico valente nas retomadas de velocidade dirigibilidade boa e de fácil estacionamento por ser pequeno e leve.,inexpensive economical parts brave in speed pickups good handling and easy parking for being small and light.,0.3972222222222222,0.7388888888888889
"Prós:Manutenção extremamente barata,na época 0 KM jan/2014 paguei 28000, hoje está em torno de 24000, desvalorização baixa ao longo de quase 4 anos de uso, consumo fica em 10 kms/litro etanol, sendo 20 kms na cidade e 60 kms pista diariamente, considerando um investimento baixo para contar com ABS e airbag que trata-se de uma preocupação nos dias de hoje, seguro e IPVA de aproximadamente 850 cada, pneus originais rodaram até 40000 km, substitui por Michelin e o carro rodou quase 60000 e tenho mais uns 10000. Revisão de 50000 kms ficou 1000 reais, trocando todas correias e filtros, óleo,velas, rolamento tensor, pastilhas de freio, limpeza de bicos, limpeza ar condicionado. Após 4 anos a bateria original apresentou problemas.","Maintenance extremely cheap, at the time 0 KM jan / 2014 paid 28000, today is around 24000, low devaluation over almost 4 years of use, consumption is 10 kms / liter ethanol, being 20 kms in the city and 60 kms track daily, considering a low investment to count with ABS and airbag that is a concern these days, insurance and IPVA of approximately 850 each, original tires ran up to 40000 km, replaced by Michelin and the car ran almost 60,000 and I have more than 10000. Revision of 50000 kms was 1000 reais, changing all belts and filters, oil, candles, tensioning bearing, brake pads, cleaning nozzles, air conditioning cleaning. After 4 years the original battery presented problems.",0.15625,0.4875
"Prós:para um 1.0 anda muuito.78 cv roda com o carro cheio e nao passa vergonha,n perde potencia no morro.consumo 17/lgosolina 13/alcoo na estrada.confortavel,espaçoso,porta malas bom.preço bom para quisição","for a 1.0 anda muuito.78 cv wheel with the car full and does not pass shame, n loses power in the hill.consumption 17 / lgosolina 13 / alcoo on the road.confortavel, spacious, trunk good.price good for desire",0.25,0.4166666666666667
"Prós:Compacto, resistente, economico","Compact, rugged, economical",0.3,0.9
"Prós:Carro muito bom para andar na cidade, macio para dirigir, fácil de estacionar, boa visibilidade, econômico no combustível e na manutenção. Atende bem conforme é o valor do veiculo.","Very good car for walking in the city, soft for driving, easy to park, good visibility, economical in fuel and maintenance. Meets well as is the value of the vehicle.",0.4886666666666667,0.6926666666666667
"Prós:Carro econômico, muito forte para um 1.0, modelo VHCE, consigom fazer com ele 9,5 [Etanol] e 11,5 [Gasolina], variando entre estrada e cidade.Motorzinho muito potente para um 1.0, consigo chegar a 140km/h sem muitos problemas.Manutenção e peças baratas","Economical car, very strong for a 1.0, VHCE model, can make with it 9.5 [Ethanol] and 11.5 [Gasoline], varying between road and city.Motorzinho very powerful for a 1.0, I can reach 140km / h without many problems. Maintenance and cheap parts",0.43066666666666664,0.8106666666666668
"Prós:agilidade no trânsito, fácil e barata manutençao, ar gela rápido, boa posição do motorista, bom conforto para criança e pessoas pequenas atrás, baixo consumo na gasolina, era uma boa opção para um público de menor renda, bom posicionamento do motorista de com até 1,70m.","quick and easy maintenance, quick air conditioning, good driver position, good comfort for children and small people behind, low fuel consumption, was a good option for a lower income audience, good driver positioning of up to 1,70m.",0.325,0.5633333333333332
"Prós:É uma carro muito econômico, comigo faz 15,6 km/l na cidade [diferente do que li os comentários].As peças são bem baratas e de fácil acesso.É um carro ´´leve``, ou seja, pra quem não tem direção hidráulica é um carro que não tem direção dura. Bem difícil para dar problemas, mantendo a revisão certinho, ele dificilmente vai dar problema.","It is a very economical car, with me it is 15.6 km / l in the city [other than the ones I read the comments]. The parts are very cheap and easy to access. It is a''leve`` car, that is, for those who do not has power steering is a car that has no hard steering. Very difficult to give problems, keeping the review right, it is hardly going to give problem.",0.08852678571428568,0.7171726190476191
Prós:Baixo custo de manutenção e consumo.,Low cost of maintenance and consumption.,0.0,0.3
"Prós:Confiabilidade, bom acabamento interno, mesmo sendo carro básico, mecânica barata, consumo bom.","Reliability, good internal finish, even being basic car, cheap mechanics, good consumption.",0.36,0.4050000000000001
"Prós:Carro muito fácil de manutenção, em todo lugar você encontra peça para seu Celta. Motor potente levando em conta que é 1.0 e econômico. muito boa a visibilidade, ideal para quem esta começando a dirigir, bom de revenda.","Very easy maintenance car, everywhere you find part for your Celta. Powerful engine taking into account that it is 1.0 and economical. very good visibility, ideal for those starting to drive, good resale.",0.5247619047619047,0.7685714285714285
"Prós:Baixo custo de manutenção, econômico, seguro barato, divertido de digir.","Low maintenance cost, economical, cheap insurance, fun to digest.",0.25,0.525
"Prós:Sem dúvida, o conjunto mecânico do carro é uma atração a parte. É excelente na cidade, e gostoso para estrada. Anda bem demais. Conforto eu também acho bom já que andam 4 adultos bem confortáveis. [claro que estamos falando de popular]","Undoubtedly, the mechanical assembly of the car is an attraction apart. It is excellent in the city, and good for road. You're too good. Comfort I also think good as they walk 4 adults very comfortable. [of course we're talking about popular]",0.7033333333333333,0.7833333333333333
"Prós:Muito bom o Celta, mesmo o meu sendo básico bem básico, ele não decepcionou, manutenção barata, poucos defeitos, mantendo o carro em dia não incomoda, motor de 70cv mas que anda muito bem, sem falar na economia, meu na cidade faz media de 13km/lt, e na estrada com media de 90km/h faz 17.5 km/lt. Bonito facil de estacionar, ele se agarra no asfalto, pra vender mesmo básico é muito rápido.","Very good the Celta, even mine being basic very basic, it did not disappoint, cheap maintenance, few defects, keeping the car in day does not bother, 70cv engine but that is very good, not to mention the economy, mine in the city does average of 13km / lt, and in the road with average of 90km / h it makes 17.5 km / lt. Nice easy to park, it grabs on the asphalt, to sell even basic is very fast.",0.2511111111111111,0.5154861111111111
"Prós:Veiculo de valor acessível, seguro barato, IPVA barato, manutenções baratas.Consumo no alcool urbano faço 10 km/l e na estrada 12km/l. Depende do pé de quem dirige.","Vehicle of affordable value, cheap insurance, cheap IPVA, cheap maintenances. I consume in urban alcohol I make 10 km / l and in road 12km / l. Depends on who's driving.",0.30000000000000004,0.5249999999999999
"Prós:Super economico, manuteção barata.Na estrada ele se torna confortável, mas para rodar na cidade não.","Super economic, cheap manuteção.Na road becomes comfortable, but to run in the city does not.",0.33333333333333337,0.5916666666666667
