id,text,polarity,subjectivity
"Contras:UM POUCO BAIXO.. AS VEZES QUANDO ESTÁ CARREGADO PEGA EM BAIXO UM POUCO AO PASSAR POR LOMBADA MAS NADA EXCESSIVO, CABINE UM POUCO BAIXA, EU TENHO SÓ 1.73 E FICO QUASE BATENDO A CABEÇA NO TETO..","A LITTLE LOW ... SOMETIMES WHEN IT IS LOADED I KNOW LITTLE A LITTLE DOWN THROUGH LOMBADA BUT NOTHING EXCESSIVE, CABIN A LITTLE LOW, I HAVE ONLY 1.73 AND I ALMOST BEATING THE HEAD ON THE CEILING ...",-0.12839506172839504,0.54320987654321
Contras:Saiu de linha,Left the line,0.0,0.0
"Contras:Nao tem. Levando em conta que o carro foi feito pensando na praticidade do dia a dia da cidade grande o carro é perfeito para sua proposta. O unico- problema- que depende do ponto de vista de cada um- é que aos 120km fica perigoso por ser muito leve.Mas isso é só um detalhe, afinal,depende de cada um. Eu mesmo só ando no máximo entre 90 e 110km.","There is not. Taking into account that the car was made considering the practicality of the day to day of the big city the car is perfect for your proposal. The only problem - which depends on the point of view of each one - is that at 120km it is dangerous because it is very light. But that is only one detail, after all, it depends on each one. I only walk at most between 90 and 110km.",0.1775,0.80125
"Contras:Acabamento do carro é RUSTICO bem mal feito, bate tudo parece uma escola de samba, consegui melhorar os barulhos internos tirando o tampao do porta malas e colocando algumas esponjas espalhadas pelo carro... porta luvas coloquei varias esponjas e procuro nem utilizado. Cambio muito curto, para quem gosta de viajar a mais de 120km/h nao é recomendavel, judia do motor e acaba comprometendo o consumo.","Finishing the car is very badly made RUSTICO, beats everything looks like a samba school, I was able to improve the internal noise by removing the lid from the trunk and putting some sponges scattered around the car ... I put some sponges on the gloves and I search or use them. Very short change, for those who like to travel more than 120km / h is not recommended, Jewish engine and ends up compromising consumption.",0.015000000000000032,0.3969444444444445
"Contras:Meio duro, pouco espaço. Motor grita muito em viagens.","Kind of hard, not much space. Engine screams a lot on trips.",0.06944444444444443,0.5472222222222222
"Contras:Espaço interno,quando utilizado para grandes viagens em 4 pessoas o carro se torna apertado gerando desconforto.","Inside space, when used for large trips in 4 people the car becomes tight generating discomfort.",0.01785714285714285,0.3571428571428571
"Contras:Muito ruído ao passar em ruas irregulares, alguns ruídos vem de lugares inexplicáveis e difíceis de resolver. A suspensão não é muito boa, não sugiro colocar rodas maiores do que 13, senão fica muito dura mesmo. após 3500 RPM o motor fica muito barulhento, e já não dá pra conversar dentro do carro. O isolamento acústico é horrível e apesar de o design interior ser agradável o acabamento deixa muito a desejar por ter muitas partes de plástico.A bóia de combustível dá pau em períodos, é bom ficar de olho.","Much noise when passing on uneven streets, some noises come from places unexplained and difficult to solve. The suspension is not very good, I do not suggest putting wheels larger than 13, otherwise it gets very hard. after 3500 RPM the engine gets very noisy, and you can not even talk inside the car. The sound insulation is horrible and although the interior design is nice the finish leaves a lot to be desired as it has many plastic parts. The fuel float sticks in periods, it's good to keep an eye out.",0.01550788954635109,0.5281311637080868
Contras:Design interior simples acabamento plástico espaço interno carro baixo que arrasta em lombadas suspensão dura motor merejando óleo problemas com infiltração de água no interior do carro alguns ruídos internos.,Interior design simple finish plastic inner space low car dragging on spines hard suspension engine deserving oil problems with water infiltration inside the car some internal noises.,0.05138888888888888,0.3609126984126984
"Contras:Segurança, pois o carro é muito frágil em sua estrutura, falta de marcador da temperatura de água do motor.Relação da caixa de marchas muito curta, o que provoca alto giro acima de velocidades à mais de 80km/h.","Safety because the car is very fragile in its structure, lack of water temperature marker of the engine.Relation of the gearbox too short, which causes high turning above speeds at more than 80km / h.",0.132,0.418
"Contras:painel com poucos instrumentos, porém há de convir que ele é um carro 2001.","panel with few instruments, however it may be that it is a 2001 car.",-0.2,0.1
"Contras:Posição de dirigir [tu praticamente não acha uma boa], muita bateção de plastico, suspensão dura que transmite tudo para dentro do carro, falta de isolamento acústico, acima de 3000 rpm parece que o motor ta no banco do passageiro, descartável, levei uma batida atrás e nunca mais o carro foi o mesmo, vive com um barulho que nenhum lanterneiro ou mecânico acha onde é.","Driving position [you practically do not think a good], a lot of plastic hitting, hard suspension that transmits everything into the car, lack of sound insulation, above 3000 rpm it seems that the engine is in the passenger seat, disposable, I took a beat back and never again the car was the same, lives with a noise that no lantern or mechanic finds where it is.",0.13472222222222222,0.29444444444444445
Contras:em altas rotação motor faz muito barulho porta malas pequeno.,in high revving engine it makes a lot of noise from small suitcases.,-0.045,0.47
"Contras:Acabamentos em plástico, barulhinhos, porta malas limitado, comporta sem grande conforto apenas 4 pessoas me estatura média.","Plastic finishes, little noises, limited luggage compartment, behaves without great comfort only 4 people me average height.",0.07821428571428572,0.5585714285714285
Contras:um pouco barulhento em alta rotação e ruidos internos,a bit noisy in high rotation and internal noises,0.08,0.26999999999999996
"Contras:por ser muito antigo, não dispõe de tecnologia nenhuma, carro meio seco, faz muitos barulhos.","for being very old, has no technology at all, half dry car, makes many noises.",0.09916666666666668,0.38166666666666665
"Contras:Por ser um carro pequeno, o banco traseiro fica muito apertado para 3 pessoas.","Because it is a small car, the back seat gets too tight for 3 people.",-0.14285714285714288,0.22857142857142856
